context_len,beam_width,batch_requests,gr_wall_ms,sglang_wall_ms,speedup_sglang_over_gr,winner,gr_prefill_ms,gr_decode_ms,gr_qps,sglang_qps
1000,256,1,19.455847001154325,35.83188000084192,1.8417023940780373,GR,8.564076999391546,10.511219001273275,51.398430504756206,27.90810864449489
1000,256,2,33.91547899991565,61.188813000626396,1.8041559430954397,GR,14.592192999771214,18.722046001130366,58.97012393677159,32.685713317882566
1000,256,4,61.35051300043415,110.59215500063146,1.8026280399619292,GR,25.581861998944078,34.81577899947297,65.19912881529929,36.16893078878118
1000,256,8,114.01967700112436,217.34223599924007,1.9061818250642548,GR,49.04388199975074,63.210743997842656,70.16332803609951,36.80830816532122
5000,256,1,55.85809800140851,117.77381100000639,2.1084464959232343,GR,42.75505700024951,12.74527100213163,17.902507170487333,8.490852011233175
5000,256,2,109.90865400162875,229.53690599933907,2.0884334184998528,GR,85.7225229992764,23.543029998108977,18.196929242444927,8.713195776916844
5000,256,4,231.4796379996551,464.29485800035764,2.0057697601939806,GR,180.8220450002409,49.325482001222554,17.2801376162769,8.615214946009415
5000,256,8,460.9253950002312,922.5406700006715,2.0014967281206295,GR,373.1132200009597,85.83091400032572,17.356388011547914,8.67170441384896
